source_doc_id,date,sentence,found_term,accompanying_terms
432,2013-03-22 22:30:00,"In 2012, 1.3 million Russian tourists visited China.",china,[]
432,2013-03-22 22:30:00,China became the third most popular country visited by our people.,china,[]
432,2013-03-22 22:30:00,"There is no doubt that events for the Year of Chinese Tourism will be colourful and interesting, broadening the geographic scope of mutual tourist visits and promoting greater knowledge between our citizens about one another, as well as strengthening our special strategic relations.",chinese,[]
436,2013-03-27 13:00:00,"Russian companies are active in Brazil, India, China, and South Africa.",china,[]
451,2013-04-05 19:00:00,"We are EU's third major commercial partner after the US and China, and the difference is not very big.",china,[]
451,2013-04-05 19:00:00,"If our total turnover with Europe amounts to some $430–450 billion, the turnover for the US is a little over $600 billion and $550 billion for China.",china,[]
455,2013-04-08 14:00:00,"Russia can play a big part here, China too.",china,[]
479,2013-04-22 16:30:00,There has been a bit of a slowdown in growth rates in China.,china,[]
481,2013-04-25 16:50:00,"As for the prices for China, I'm not sure of the exact figures, I must check them more closely.",china,[]
481,2013-04-25 16:50:00,"But this is a wholesale price, and we don’t know how much these Chinese companies charge their customers.",chinese,[]
481,2013-04-25 16:50:00,The cost of electricity in the Far East and the price in China.,china,[]
482,2013-04-25 17:10:00,"And how do you think certain other leading global economies such as China, for example, attract potential investors, including private ones, despite the problems that exist in political systems of certain nations?",china,[]
482,2013-04-25 17:10:00,China is one of our leading trade and economic partners and developing relations with China is certainly among our greatest political priorities.,china,[]
482,2013-04-25 17:10:00,Cooperation between China and Russia on the international arena is certainly a factor of stability.,china,[]
482,2013-04-25 17:10:00,"I know that China is a mighty nation and is doing everything possible to help people, and that is precisely what the President of China told me.",china,[]
482,2013-04-25 17:10:00,"That is exactly what he said: the Chinese government is working on this practically every hour, every minute, thinking about the people and trying to do everything possible.",chinese,[]
482,2013-04-25 17:10:00,"We agreed that if any additional assistance is needed, our rescue services are on a three-hour alert, ready to fly to China.",china,[]
482,2013-04-25 17:10:00,"As for recovery help, we will do everything we can, everything within our power, if corresponding requests are made on the part of our Chinese friends.",chinese,[]
525,2013-05-27 19:00:00,"We know that many of our partners in countries such as Japan, China, France and others are developing high-speed railways and this is helping to increase their railways’ traffic capability, make people more mobile, and also ease the burden on airports.",china,[]
547,2013-06-11 20:30:00,"Gunpowder was originally invented in China, and no one has managed to keep it from spreading ever since.",china,[]
554,2013-06-14 00:05:00,"Nevertheless, it is a normal working process: the US, China, India, the EU and other international trade participants are settling the same disputes.",china,[]
555,2013-06-14 14:30:00,"For example, in recent years we have established a very positive, constructive dialogue with our Chinese partners.",chinese,[]
555,2013-06-14 14:30:00,"I must say that the Chinese leadership has responded very promptly and in a spirit of partnership to any problems that have arisen, and problems arise all the time, that is only natural between two countries that share thousands of kilometres of common borders.",chinese,[]
565,2013-06-20 17:30:00,"You are about to sign a major contract with Rosneft, an unprecedented contract without any exaggeration: oil exports to China are expected to reach hundreds of millions of tonnes.",china,[]
565,2013-06-20 17:30:00,"In the gas sector, we expect a great deal from the cooperation between our Chinese friends and such companies as Gazprom and NOVATEK.",chinese,[]
565,2013-06-20 17:30:00,I know how much attention the Chinese leadership and President Xi Jinping     Xi JinpingPresident of People's Republic of China  pay to the development of cooperation between Russia and China in high-tech sectors.,china,[]
565,2013-06-20 17:30:00,We are very pleased to see our Chinese friends in St Petersburg.,chinese,[]
565,2013-06-20 17:30:00,"First Vice Premier of the State Council of Chine Zhang Gaoli     Zhang GaoliFirst Vice Premier of the State Council of China  (re-translated): Mr President, Thank you very much for taking the time to meet with us despite your very busy schedule.",china,[]
565,2013-06-20 17:30:00,"On behalf of the Chinese Government, I would also like to warmly congratulate you on the successful opening of the St Petersburg International Economic Forum.",chinese,[]
565,2013-06-20 17:30:00,"After taking office, President of China Xi Jinping chose Russia as a destination of his first international visit.",china,[]
565,2013-06-20 17:30:00,A meeting between national leaders has great importance for raising the Chinese-Russian relations and the comprehensive strategic cooperation and partnership to a new level.,chinese,[]
568,2013-06-20 23:00:00,"I am referring to the Russian Direct Investment Fund’s partners from China, Korea, Kuwait, Japan, India, Germany and France.",china,[]
568,2013-06-20 23:00:00,"An investment fund has been created jointly with the Chinese Investment Corporation, with up to $4 billion in capital.",chinese,[]
569,2013-06-21 14:45:00,"The demand for oil and gas has risen – in China alone, oil consumption has increased by 30 percent in the last five years.",china,[]
570,2013-06-21 17:00:00,"I would also like to add that the new pipeline infrastructure in the Far East, with a branch to China, and access to ports in the Pacific, enables us to carry out large-scale projects in the Asia-Pacific market.",china,[]
570,2013-06-21 17:00:00,"This infrastructure has made it possible for Rosneft, one of our leading companies, to sign a major contract with China National Petroleum Corporation today.",china,[]
570,2013-06-21 17:00:00,The relevant agreement was signed with our Chinese friends on the sidelines of this forum.,chinese,[]
